Gene1	Gene2	Annotation	Direction	Score
NDUFA10	TARDBP	PPrel: inhibited by	|-	1.00
NDUFA10	TIMMDC1	complex; input	-	1.00
NDUFA10	TMEM126B	complex; input	-	1.00
NDUFA10	TMEM186	complex; input	-	1.00
NDUFA10	UQCRC1	predicted	-	0.98
NDUFA10	UQCRC2	predicted	-	0.96
NDUFA10	UQCRH	predicted	-	0.91
NDUFA11	NDUFA12	complex; input	-	1.00
NDUFA11	NDUFA13	complex	-	1.00
NDUFA11	NDUFA2	complex	-	1.00
NDUFA11	NDUFA3	complex	-	1.00
NDUFA11	NDUFA5	complex	-	1.00
NDUFA11	NDUFA6	complex	-	1.00
NDUFA11	NDUFA7	complex	-	1.00
NDUFA11	NDUFA8	complex	-	1.00
NDUFA11	NDUFA9	complex; input	-	1.00
NDUFA11	NDUFAB1	complex	-	1.00
NDUFA11	NDUFAF1	complex; input	-	1.00
NDUFA11	NDUFAF2	complex; input	-	1.00
NDUFA11	NDUFAF3	complex; input	-	1.00
NDUFA11	NDUFAF4	complex; input	-	1.00
NDUFA11	NDUFAF5	complex; input	-	1.00
NDUFA11	NDUFAF6	complex; input	-	1.00
NDUFA11	NDUFAF7	complex; input	-	1.00
NDUFA11	NDUFB1	complex	-	1.00
NDUFA11	NDUFB10	complex	-	1.00
NDUFA11	NDUFB11	complex	-	1.00
NDUFA11	NDUFB2	complex	-	1.00
NDUFA11	NDUFB3	complex	-	1.00
NDUFA11	NDUFB4	complex	-	1.00
NDUFA11	NDUFB5	complex	-	1.00
NDUFA11	NDUFB6	complex; input	-	1.00
NDUFA11	NDUFB7	complex	-	1.00
NDUFA11	NDUFB8	complex	-	1.00
NDUFA11	NDUFB9	complex	-	1.00
NDUFA11	NDUFC1	complex	-	1.00
NDUFA11	NDUFC2	complex	-	1.00
NDUFA11	NDUFS1	complex; input	-	1.00
NDUFA11	NDUFS2	complex; input	-	1.00
NDUFA11	NDUFS3	complex; input	-	1.00
NDUFA11	NDUFS4	complex; input	-	1.00
NDUFA11	NDUFS5	complex; input	-	1.00
NDUFA11	NDUFS6	complex; input	-	1.00
NDUFA11	NDUFS7	complex; input	-	1.00
NDUFA11	NDUFS8	complex; input	-	1.00
NDUFA11	NDUFV1	complex; input	-	1.00
NDUFA11	NDUFV2	complex; input	-	1.00
NDUFA11	NDUFV3	complex; input	-	1.00
NDUFA11	PINK1	PPrel: inhibited by	|-	1.00
NDUFA11	PRKACA	PPrel: inhibited by	|-	1.00
NDUFA11	PRKACB	PPrel: inhibited by	|-	1.00
NDUFA11	PRKACG	PPrel: inhibited by	|-	1.00
NDUFA11	SNCA	PPrel: inhibited by	|-	1.00
NDUFA11	TARDBP	PPrel: inhibited by	|-	1.00
NDUFA11	TIMMDC1	complex; input	-	1.00
NDUFA11	TMEM126B	complex; input	-	1.00
NDUFA11	TMEM186	complex; input	-	1.00
NDUFA11	UQCRB	predicted	-	0.92
NDUFA12	NDUFA13	complex; input	-	1.00
NDUFA12	NDUFA2	complex; input	-	1.00
NDUFA12	NDUFA3	complex; input	-	1.00
NDUFA12	NDUFA4	predicted	-	0.89
NDUFA12	NDUFA5	complex; input	-	1.00
NDUFA12	NDUFA6	complex; input	-	1.00
NDUFA12	NDUFA7	complex; input	-	1.00
NDUFA12	NDUFA8	complex; input	-	1.00
NDUFA12	NDUFA9	complex; input	-	1.00
NDUFA12	NDUFAB1	complex; input	-	1.00
NDUFA12	NDUFAF1	complex; input	-	1.00
NDUFA12	NDUFAF2	complex; input	-	1.00
NDUFA12	NDUFAF3	complex; input	-	1.00
NDUFA12	NDUFAF4	complex; input	-	1.00
NDUFA12	NDUFAF5	complex; input	-	1.00
NDUFA12	NDUFAF6	complex; input	-	1.00
NDUFA12	NDUFAF7	complex; input	-	1.00
NDUFA12	NDUFB1	complex; input	-	1.00
NDUFA12	NDUFB10	complex; input	-	1.00
NDUFA12	NDUFB11	complex; input	-	1.00
NDUFA12	NDUFB2	complex; input	-	1.00
NDUFA12	NDUFB3	complex; input	-	1.00
NDUFA12	NDUFB4	complex; input	-	1.00
NDUFA12	NDUFB5	complex; input	-	1.00
NDUFA12	NDUFB6	complex; input	-	1.00
NDUFA12	NDUFB7	complex; input	-	1.00
NDUFA12	NDUFB8	complex; input	-	1.00
NDUFA12	NDUFB9	complex; input	-	1.00
NDUFA12	NDUFC1	complex; input	-	1.00
NDUFA12	NDUFC2	complex; input	-	1.00
NDUFA12	NDUFS1	complex; input	-	1.00
NDUFA12	NDUFS2	complex; input	-	1.00
NDUFA12	NDUFS3	complex; input	-	1.00
NDUFA12	NDUFS4	complex; input	-	1.00
NDUFA12	NDUFS5	complex; input	-	1.00
NDUFA12	NDUFS6	complex; input	-	1.00
NDUFA12	NDUFS7	complex; input	-	1.00
NDUFA12	NDUFS8	complex; input	-	1.00
NDUFA12	NDUFV1	complex; input	-	1.00
NDUFA12	NDUFV2	complex; input	-	1.00
NDUFA12	NDUFV3	complex; input	-	1.00
NDUFA12	PINK1	PPrel: inhibited by	|-	1.00
NDUFA12	PRKACA	PPrel: inhibited by	|-	1.00
NDUFA12	PRKACB	PPrel: inhibited by	|-	1.00
NDUFA12	PRKACG	PPrel: inhibited by	|-	1.00
NDUFA12	SDHB	predicted	-	0.96
NDUFA12	SNCA	PPrel: inhibited by	|-	1.00
NDUFA12	TARDBP	PPrel: inhibited by	|-	1.00
NDUFA12	TIMMDC1	complex; input	-	1.00
NDUFA12	TMEM126B	complex; input	-	1.00
NDUFA12	TMEM186	complex; input	-	1.00
NDUFA12	UQCRB	predicted	-	0.96
NDUFA12	UQCRC1	predicted	-	0.90
NDUFA12	UQCRC2	predicted	-	0.94
NDUFA12	UQCRH	predicted	-	0.96
NDUFA13	NDUFA2	complex	-	1.00
NDUFA13	NDUFA3	complex	-	1.00
NDUFA13	NDUFA5	complex	-	1.00
NDUFA13	NDUFA6	complex	-	1.00
NDUFA13	NDUFA7	complex	-	1.00
NDUFA13	NDUFA8	complex	-	1.00
NDUFA13	NDUFA9	complex; input	-	1.00
NDUFA13	NDUFAB1	complex	-	1.00
NDUFA13	NDUFAF1	complex; input	-	1.00
NDUFA13	NDUFAF2	complex; input	-	1.00
NDUFA13	NDUFAF3	complex; input	-	1.00
NDUFA13	NDUFAF4	complex; input	-	1.00
NDUFA13	NDUFAF5	complex; input	-	1.00
NDUFA13	NDUFAF6	complex; input	-	1.00
NDUFA13	NDUFAF7	complex; input	-	1.00
NDUFA13	NDUFB1	complex	-	1.00
NDUFA13	NDUFB10	complex	-	1.00
NDUFA13	NDUFB11	complex	-	1.00
NDUFA13	NDUFB2	complex	-	1.00
NDUFA13	NDUFB3	complex	-	1.00
NDUFA13	NDUFB4	complex	-	1.00
NDUFA13	NDUFB5	complex	-	1.00
NDUFA13	NDUFB6	complex; input	-	1.00
NDUFA13	NDUFB7	complex	-	1.00
NDUFA13	NDUFB8	complex	-	1.00
NDUFA13	NDUFB9	complex	-	1.00
NDUFA13	NDUFC1	complex	-	1.00
NDUFA13	NDUFC2	complex	-	1.00
NDUFA13	NDUFS1	complex; input	-	1.00
NDUFA13	NDUFS2	complex; input	-	1.00
NDUFA13	NDUFS3	complex; input	-	1.00
NDUFA13	NDUFS4	complex; input	-	1.00
NDUFA13	NDUFS5	complex; input	-	1.00
NDUFA13	NDUFS6	complex; input	-	1.00
NDUFA13	NDUFS7	complex; input	-	1.00
NDUFA13	NDUFS8	complex; input	-	1.00
NDUFA13	NDUFV1	complex; input	-	1.00
NDUFA13	NDUFV2	complex; input	-	1.00
NDUFA13	NDUFV3	complex; input	-	1.00
NDUFA13	PINK1	PPrel: inhibited by	|-	1.00
NDUFA13	PRKACA	PPrel: inhibited by	|-	1.00
NDUFA13	PRKACB	PPrel: inhibited by	|-	1.00
NDUFA13	PRKACG	PPrel: inhibited by	|-	1.00
NDUFA13	SNCA	PPrel: inhibited by	|-	1.00
NDUFA13	TARDBP	PPrel: inhibited by	|-	1.00
NDUFA13	TIMMDC1	complex; input	-	1.00
NDUFA13	TMEM126B	complex; input	-	1.00
NDUFA13	TMEM186	complex; input	-	1.00
NDUFA13	UQCRB	predicted	-	0.91
NDUFA13	UQCRC1	predicted	-	0.95
NDUFA13	UQCRC2	predicted	-	0.91
NDUFA13	UQCRH	predicted	-	0.89
NDUFA2	NDUFA3	complex	-	1.00
NDUFA2	NDUFA4	predicted	-	0.91
NDUFA2	NDUFA5	complex	-	1.00
NDUFA2	NDUFA6	complex	-	1.00
NDUFA2	NDUFA7	complex	-	1.00
NDUFA2	NDUFA8	complex	-	1.00
NDUFA2	NDUFA9	complex; input	-	1.00
NDUFA2	NDUFAB1	complex	-	1.00
NDUFA2	NDUFAF1	complex; input	-	1.00
NDUFA2	NDUFAF2	complex; input	-	1.00
NDUFA2	NDUFAF3	complex; input	-	1.00
NDUFA2	NDUFAF4	complex; input	-	1.00
NDUFA2	NDUFAF5	complex; input	-	1.00
NDUFA2	NDUFAF6	complex; input	-	1.00
NDUFA2	NDUFAF7	complex; input	-	1.00
NDUFA2	NDUFB1	complex	-	1.00
NDUFA2	NDUFB10	complex	-	1.00
NDUFA2	NDUFB11	complex	-	1.00
NDUFA2	NDUFB2	complex	-	1.00
NDUFA2	NDUFB3	complex	-	1.00
NDUFA2	NDUFB4	complex	-	1.00
NDUFA2	NDUFB5	complex	-	1.00
NDUFA2	NDUFB6	complex; input	-	1.00
NDUFA2	NDUFB7	complex	-	1.00
NDUFA2	NDUFB8	complex	-	1.00
NDUFA2	NDUFB9	complex	-	1.00
NDUFA2	NDUFC1	complex	-	1.00
NDUFA2	NDUFC2	complex	-	1.00
NDUFA2	NDUFC2-KCTD14	predicted	-	0.90
NDUFA2	NDUFS1	complex; input	-	1.00
NDUFA2	NDUFS2	complex; input	-	1.00
NDUFA2	NDUFS3	complex; input	-	1.00
NDUFA2	NDUFS4	complex; input	-	1.00
NDUFA2	NDUFS5	complex; input	-	1.00
NDUFA2	NDUFS6	complex; input	-	1.00
NDUFA2	NDUFS7	complex; input	-	1.00
NDUFA2	NDUFS8	complex; input	-	1.00
NDUFA2	NDUFV1	complex; input	-	1.00
NDUFA2	NDUFV2	complex; input	-	1.00
NDUFA2	NDUFV3	complex; input	-	1.00
NDUFA2	PINK1	PPrel: inhibited by	|-	1.00
NDUFA2	PRKACA	PPrel: inhibited by	|-	1.00
NDUFA2	PRKACB	PPrel: inhibited by	|-	1.00
NDUFA2	PRKACG	PPrel: inhibited by	|-	1.00
NDUFA2	SDHB	predicted	-	0.94
NDUFA2	SNCA	PPrel: inhibited by	|-	1.00
NDUFA2	TARDBP	PPrel: inhibited by	|-	1.00
NDUFA2	TIMMDC1	complex; input	-	1.00
NDUFA2	TMEM126B	complex; input	-	1.00
NDUFA2	TMEM186	complex; input	-	1.00
NDUFA2	UQCRB	predicted	-	0.92
NDUFA2	UQCRH	predicted	-	0.97
NDUFA3	NDUFA5	complex	-	1.00
NDUFA3	NDUFA6	complex	-	1.00
NDUFA3	NDUFA7	complex	-	1.00
NDUFA3	NDUFA8	complex	-	1.00
NDUFA3	NDUFA9	complex; input	-	1.00
NDUFA3	NDUFAB1	complex	-	1.00
NDUFA3	NDUFAF1	complex; input	-	1.00
NDUFA3	NDUFAF2	complex; input	-	1.00
NDUFA3	NDUFAF3	complex; input	-	1.00
NDUFA3	NDUFAF4	complex; input	-	1.00
NDUFA3	NDUFAF5	complex; input	-	1.00
NDUFA3	NDUFAF6	complex; input	-	1.00
NDUFA3	NDUFAF7	complex; input	-	1.00
NDUFA3	NDUFB1	complex	-	1.00
NDUFA3	NDUFB10	complex	-	1.00
NDUFA3	NDUFB11	complex	-	1.00
NDUFA3	NDUFB2	complex	-	1.00
NDUFA3	NDUFB3	complex	-	1.00
NDUFA3	NDUFB4	complex	-	1.00
NDUFA3	NDUFB5	complex	-	1.00
NDUFA3	NDUFB6	complex; input	-	1.00
NDUFA3	NDUFB7	complex	-	1.00
NDUFA3	NDUFB8	complex	-	1.00
NDUFA3	NDUFB9	complex	-	1.00
NDUFA3	NDUFC1	complex	-	1.00
NDUFA3	NDUFC2	complex	-	1.00
NDUFA3	NDUFC2-KCTD14	predicted	-	0.90
NDUFA3	NDUFS1	complex; input	-	1.00
NDUFA3	NDUFS2	complex; input	-	1.00
NDUFA3	NDUFS3	complex; input	-	1.00
NDUFA3	NDUFS4	complex; input	-	1.00
NDUFA3	NDUFS5	complex; input	-	1.00
NDUFA3	NDUFS6	complex; input	-	1.00
NDUFA3	NDUFS7	complex; input	-	1.00
NDUFA3	NDUFS8	complex; input	-	1.00
NDUFA3	NDUFV1	complex; input	-	1.00
NDUFA3	NDUFV2	complex; input	-	1.00
NDUFA3	NDUFV3	complex; input	-	1.00
NDUFA3	PINK1	PPrel: inhibited by	|-	1.00
NDUFA3	PRKACA	PPrel: inhibited by	|-	1.00
NDUFA3	PRKACB	PPrel: inhibited by	|-	1.00
NDUFA3	PRKACG	PPrel: inhibited by	|-	1.00
NDUFA3	SNCA	PPrel: inhibited by	|-	1.00
NDUFA3	TARDBP	PPrel: inhibited by	|-	1.00
NDUFA3	TIMMDC1	complex; input	-	1.00
NDUFA3	TMEM126B	complex; input	-	1.00
NDUFA3	TMEM186	complex; input	-	1.00
NDUFA3	UQCRC1	predicted	-	0.91
NDUFA3	UQCRC2	predicted	-	0.91
NDUFA3	UQCRH	predicted	-	0.93
NDUFA4	NDUFA5	predicted	-	0.96
NDUFA4	NDUFA6	predicted	-	0.98
NDUFA4	NDUFA7	predicted	-	0.96
NDUFA4	NDUFA8	predicted	-	0.97
NDUFA4	NDUFA9	predicted	-	0.97
NDUFA4	NDUFB1	predicted	-	0.93
NDUFA4	NDUFB10	predicted	-	0.96
NDUFA4	NDUFB3	predicted	-	0.94
NDUFA4	NDUFB4	predicted	-	0.92
NDUFA4	NDUFB7	predicted	-	0.96
NDUFA4	NDUFB8	predicted	-	0.93
NDUFA4	NDUFB9	predicted	-	0.98
NDUFA4	NDUFC2	predicted	-	0.98
NDUFA4	NDUFS1	predicted	-	0.96
NDUFA4	NDUFS2	predicted	-	0.96
NDUFA4	NDUFS3	predicted	-	0.97
NDUFA4	NDUFS4	predicted	-	0.96
NDUFA4	NDUFS5	predicted	-	0.97
NDUFA4	NDUFS6	predicted	-	0.97
NDUFA4	NDUFS7	predicted	-	0.96
NDUFA4	NDUFS8	predicted	-	0.92
NDUFA4	NDUFV1	predicted	-	0.96
NDUFA4	NDUFV2	predicted	-	0.97
NDUFA4	PARK7	predicted	-	0.91
NDUFA4	PINK1	PPrel: inhibited by	|-	1.00
NDUFA4	PRKACA	PPrel: inhibited by	|-	1.00
NDUFA4	PRKACB	PPrel: inhibited by	|-	1.00
NDUFA4	PRKACG	PPrel: inhibited by	|-	1.00
NDUFA4	SCO1	activated by; inhibit	<-|	1.00
NDUFA4	SCO2	activated by; inhibit	<-|	1.00
NDUFA4	SDHB	predicted	-	0.91
NDUFA4	SLC25A4	predicted	-	0.90
NDUFA4	SNCA	PPrel: inhibited by	|-	1.00
NDUFA4	STOML2	predicted	-	0.91
NDUFA4	SURF1	activated by; inhibit	<-|	1.00
NDUFA4	TACO1	activated by; inhibit	<-|	1.00
NDUFA4	TARDBP	PPrel: inhibited by	|-	1.00
NDUFA4	UQCR10	predicted	-	0.90
NDUFA4	UQCR11	predicted	-	0.93
NDUFA4	UQCRB	predicted	-	0.94
NDUFA4	UQCRC1	predicted	-	0.97
NDUFA4	UQCRC2	predicted	-	0.96
NDUFA4	UQCRFS1	predicted	-	0.93
NDUFA4	UQCRQ	predicted	-	0.97
NDUFA4L2	PINK1	PPrel: inhibited by	|-	1.00
NDUFA4L2	PRKACA	PPrel: inhibited by	|-	1.00
NDUFA4L2	PRKACB	PPrel: inhibited by	|-	1.00
NDUFA4L2	PRKACG	PPrel: inhibited by	|-	1.00
NDUFA4L2	SNCA	PPrel: inhibited by	|-	1.00
NDUFA4L2	TARDBP	PPrel: inhibited by	|-	1.00
NDUFA5	NDUFA6	complex	-	1.00
NDUFA5	NDUFA7	complex	-	1.00
NDUFA5	NDUFA8	complex	-	1.00
NDUFA5	NDUFA9	complex; input	-	1.00
NDUFA5	NDUFAB1	complex	-	1.00
NDUFA5	NDUFAF1	complex; input	-	1.00
NDUFA5	NDUFAF2	complex; input	-	1.00
NDUFA5	NDUFAF3	complex; input	-	1.00
NDUFA5	NDUFAF4	complex; input	-	1.00
NDUFA5	NDUFAF5	complex; input	-	1.00
NDUFA5	NDUFAF6	complex; input	-	1.00
NDUFA5	NDUFAF7	complex; input	-	1.00
NDUFA5	NDUFB1	complex	-	1.00
NDUFA5	NDUFB10	complex	-	1.00
NDUFA5	NDUFB11	complex	-	1.00
NDUFA5	NDUFB2	complex	-	1.00
NDUFA5	NDUFB3	complex	-	1.00
NDUFA5	NDUFB4	complex	-	1.00
NDUFA5	NDUFB5	complex	-	1.00
NDUFA5	NDUFB6	complex; input	-	1.00
NDUFA5	NDUFB7	complex	-	1.00
NDUFA5	NDUFB8	complex	-	1.00
NDUFA5	NDUFB9	complex	-	1.00
NDUFA5	NDUFC1	complex	-	1.00
NDUFA5	NDUFC2	complex	-	1.00
NDUFA5	NDUFC2-KCTD14	predicted	-	0.93
NDUFA5	NDUFS1	complex; input	-	1.00
NDUFA5	NDUFS2	complex; input	-	1.00
NDUFA5	NDUFS3	complex; input	-	1.00
NDUFA5	NDUFS4	complex; input	-	1.00
NDUFA5	NDUFS5	complex; input	-	1.00
NDUFA5	NDUFS6	complex; input	-	1.00
NDUFA5	NDUFS7	complex; input	-	1.00
NDUFA5	NDUFS8	complex; input	-	1.00
NDUFA5	NDUFV1	complex; input	-	1.00
NDUFA5	NDUFV2	complex; input	-	1.00
NDUFA5	NDUFV3	complex; input	-	1.00
NDUFA5	PINK1	PPrel: inhibited by	|-	1.00
NDUFA5	PRKACA	PPrel: inhibited by	|-	1.00
NDUFA5	PRKACB	PPrel: inhibited by	|-	1.00
NDUFA5	PRKACG	PPrel: inhibited by	|-	1.00
NDUFA5	SDHD	predicted	-	0.90
NDUFA5	SNCA	PPrel: inhibited by	|-	1.00
NDUFA5	SURF1	predicted	-	0.91
NDUFA5	TARDBP	PPrel: inhibited by	|-	1.00
NDUFA5	TIMMDC1	complex; input	-	1.00
NDUFA5	TMEM126B	complex; input	-	1.00
NDUFA5	TMEM186	complex; input	-	1.00
NDUFA5	UQCRB	predicted	-	0.93
NDUFA5	UQCRC1	predicted	-	0.91
NDUFA5	UQCRC2	predicted	-	0.96
NDUFA5	UQCRFS1	predicted	-	0.98
NDUFA5	UQCRH	predicted	-	0.91
NDUFA6	NDUFA7	complex	-	1.00
NDUFA6	NDUFA8	complex	-	1.00
NDUFA6	NDUFA9	complex; input	-	1.00
NDUFA6	NDUFAB1	complex	-	1.00
NDUFA6	NDUFAF1	complex; input	-	1.00
NDUFA6	NDUFAF2	complex; input	-	1.00
NDUFA6	NDUFAF3	complex; input	-	1.00
NDUFA6	NDUFAF4	complex; input	-	1.00
NDUFA6	NDUFAF5	complex; input	-	1.00
NDUFA6	NDUFAF6	complex; input	-	1.00
NDUFA6	NDUFAF7	complex; input	-	1.00
NDUFA6	NDUFB1	complex	-	1.00
NDUFA6	NDUFB10	complex	-	1.00
NDUFA6	NDUFB11	complex	-	1.00
NDUFA6	NDUFB2	complex	-	1.00
NDUFA6	NDUFB3	complex	-	1.00
NDUFA6	NDUFB4	complex	-	1.00
NDUFA6	NDUFB5	complex	-	1.00
NDUFA6	NDUFB6	complex; input	-	1.00
NDUFA6	NDUFB7	complex	-	1.00
NDUFA6	NDUFB8	complex	-	1.00
NDUFA6	NDUFB9	complex	-	1.00
NDUFA6	NDUFC1	complex	-	1.00
NDUFA6	NDUFC2	complex	-	1.00
NDUFA6	NDUFC2-KCTD14	predicted	-	0.93
NDUFA6	NDUFS1	complex; input	-	1.00
NDUFA6	NDUFS2	complex; input	-	1.00
NDUFA6	NDUFS3	complex; input	-	1.00
NDUFA6	NDUFS4	complex; input	-	1.00
NDUFA6	NDUFS5	complex; input	-	1.00
NDUFA6	NDUFS6	complex; input	-	1.00
NDUFA6	NDUFS7	complex; input	-	1.00
NDUFA6	NDUFS8	complex; input	-	1.00
NDUFA6	NDUFV1	complex; input	-	1.00
NDUFA6	NDUFV2	complex; input	-	1.00
NDUFA6	NDUFV3	complex; input	-	1.00
NDUFA6	PINK1	PPrel: inhibited by	|-	1.00
NDUFA6	PRKACA	PPrel: inhibited by	|-	1.00
NDUFA6	PRKACB	PPrel: inhibited by	|-	1.00
NDUFA6	PRKACG	PPrel: inhibited by	|-	1.00
NDUFA6	SDHB	predicted	-	0.97
NDUFA6	SNCA	PPrel: inhibited by	|-	1.00
NDUFA6	SURF1	predicted	-	0.91
NDUFA6	TARDBP	PPrel: inhibited by	|-	1.00
NDUFA6	TIMMDC1	complex; input	-	1.00
NDUFA6	TMEM126B	complex; input	-	1.00
NDUFA6	TMEM186	complex; input	-	1.00
NDUFA6	UQCRB	predicted	-	0.95
NDUFA6	UQCRC1	predicted	-	0.98
NDUFA6	UQCRC2	predicted	-	0.96
NDUFA6	UQCRH	predicted	-	0.95
NDUFA7	NDUFA8	complex	-	1.00
NDUFA7	NDUFA9	complex; input	-	1.00
NDUFA7	NDUFAB1	complex	-	1.00
NDUFA7	NDUFAF1	complex; input	-	1.00
NDUFA7	NDUFAF2	complex; input	-	1.00
NDUFA7	NDUFAF3	complex; input	-	1.00
NDUFA7	NDUFAF4	complex; input	-	1.00
NDUFA7	NDUFAF5	complex; input	-	1.00
NDUFA7	NDUFAF6	complex; input	-	1.00
NDUFA7	NDUFAF7	complex; input	-	1.00
NDUFA7	NDUFB1	complex	-	1.00
NDUFA7	NDUFB10	complex	-	1.00
NDUFA7	NDUFB11	complex	-	1.00
NDUFA7	NDUFB2	complex	-	1.00
NDUFA7	NDUFB3	complex	-	1.00
NDUFA7	NDUFB4	complex	-	1.00
NDUFA7	NDUFB5	complex	-	1.00
NDUFA7	NDUFB6	complex; input	-	1.00
NDUFA7	NDUFB7	complex	-	1.00
NDUFA7	NDUFB8	complex	-	1.00
NDUFA7	NDUFB9	complex	-	1.00
NDUFA7	NDUFC1	complex	-	1.00
NDUFA7	NDUFC2	complex	-	1.00
NDUFA7	NDUFC2-KCTD14	predicted	-	0.90
NDUFA7	NDUFS1	complex; input	-	1.00
NDUFA7	NDUFS2	complex; input	-	1.00
NDUFA7	NDUFS3	complex; input	-	1.00
NDUFA7	NDUFS4	complex; input	-	1.00
NDUFA7	NDUFS5	complex; input	-	1.00
NDUFA7	NDUFS6	complex; input	-	1.00
NDUFA7	NDUFS7	complex; input	-	1.00
NDUFA7	NDUFS8	complex; input	-	1.00
NDUFA7	NDUFV1	complex; input	-	1.00
NDUFA7	NDUFV2	complex; input	-	1.00
NDUFA7	NDUFV3	complex; input	-	1.00
NDUFA7	PINK1	PPrel: inhibited by	|-	1.00
NDUFA7	PRKACA	PPrel: inhibited by	|-	1.00
NDUFA7	PRKACB	PPrel: inhibited by	|-	1.00
NDUFA7	PRKACG	PPrel: inhibited by	|-	1.00
NDUFA7	SNCA	PPrel: inhibited by	|-	1.00
NDUFA7	SURF1	predicted	-	0.91
NDUFA7	TARDBP	PPrel: inhibited by	|-	1.00
NDUFA7	TIMMDC1	complex; input	-	1.00
NDUFA7	TMEM126B	complex; input	-	1.00
NDUFA7	TMEM186	complex; input	-	1.00
NDUFA7	UQCRC1	predicted	-	0.94
NDUFA7	UQCRC2	predicted	-	0.91
NDUFA7	UQCRH	predicted	-	0.91
NDUFA8	NDUFA9	complex; input	-	1.00
NDUFA8	NDUFAB1	complex	-	1.00
NDUFA8	NDUFAF1	complex; input	-	1.00
NDUFA8	NDUFAF2	complex; input	-	1.00
NDUFA8	NDUFAF3	complex; input	-	1.00
NDUFA8	NDUFAF4	complex; input	-	1.00
NDUFA8	NDUFAF5	complex; input	-	1.00
NDUFA8	NDUFAF6	complex; input	-	1.00
NDUFA8	NDUFAF7	complex; input	-	1.00
NDUFA8	NDUFB1	complex	-	1.00
NDUFA8	NDUFB10	complex	-	1.00
NDUFA8	NDUFB11	complex	-	1.00
NDUFA8	NDUFB2	complex	-	1.00
NDUFA8	NDUFB3	complex	-	1.00
NDUFA8	NDUFB4	complex	-	1.00
NDUFA8	NDUFB5	complex	-	1.00
NDUFA8	NDUFB6	complex; input	-	1.00
NDUFA8	NDUFB7	complex	-	1.00
NDUFA8	NDUFB8	complex	-	1.00
NDUFA8	NDUFB9	complex	-	1.00
NDUFA8	NDUFC1	complex	-	1.00
NDUFA8	NDUFC2	complex	-	1.00
NDUFA8	NDUFC2-KCTD14	predicted	-	0.90
NDUFA8	NDUFS1	complex; input	-	1.00
NDUFA8	NDUFS2	complex; input	-	1.00
NDUFA8	NDUFS3	complex; input	-	1.00
NDUFA8	NDUFS4	complex; input	-	1.00
NDUFA8	NDUFS5	complex; input	-	1.00
NDUFA8	NDUFS6	complex; input	-	1.00
NDUFA8	NDUFS7	complex; input	-	1.00
NDUFA8	NDUFS8	complex; input	-	1.00
NDUFA8	NDUFV1	complex; input	-	1.00
NDUFA8	NDUFV2	complex; input	-	1.00
NDUFA8	NDUFV3	complex; input	-	1.00
NDUFA8	PINK1	PPrel: inhibited by	|-	1.00
NDUFA8	PRKACA	PPrel: inhibited by	|-	1.00
NDUFA8	PRKACB	PPrel: inhibited by	|-	1.00
NDUFA8	PRKACG	PPrel: inhibited by	|-	1.00
NDUFA8	SDHB	predicted	-	0.92
NDUFA8	SDHC	predicted	-	0.92
NDUFA8	SNCA	PPrel: inhibited by	|-	1.00
NDUFA8	SURF1	predicted	-	0.93
NDUFA8	TARDBP	PPrel: inhibited by	|-	1.00
NDUFA8	TIMMDC1	complex; input	-	1.00
NDUFA8	TMEM126B	complex; input	-	1.00
NDUFA8	TMEM186	complex; input	-	1.00
NDUFA8	UQCRB	predicted	-	0.92
NDUFA8	UQCRC1	predicted	-	0.98
NDUFA8	UQCRC2	predicted	-	0.97
NDUFA8	UQCRFS1	predicted	-	0.92
NDUFA8	UQCRH	predicted	-	0.92
NDUFA9	NDUFAB1	complex; input	-	1.00
NDUFA9	NDUFAF1	complex; input	-	1.00
NDUFA9	NDUFAF2	complex; input	-	1.00
NDUFA9	NDUFAF3	complex; input	-	1.00
NDUFA9	NDUFAF4	complex; input	-	1.00
NDUFA9	NDUFAF5	complex; input	-	1.00
NDUFA9	NDUFAF6	complex; input	-	1.00
NDUFA9	NDUFAF7	complex; input	-	1.00
NDUFA9	NDUFB1	complex; input	-	1.00
NDUFA9	NDUFB10	complex; input	-	1.00
NDUFA9	NDUFB11	complex; input	-	1.00
NDUFA9	NDUFB2	complex; input	-	1.00
NDUFA9	NDUFB3	complex; input	-	1.00
NDUFA9	NDUFB4	complex; input	-	1.00
NDUFA9	NDUFB5	complex; input	-	1.00
NDUFA9	NDUFB6	complex; input	-	1.00
NDUFA9	NDUFB7	complex; input	-	1.00
NDUFA9	NDUFB8	complex; input	-	1.00
NDUFA9	NDUFB9	complex; input	-	1.00
NDUFA9	NDUFC1	complex; input	-	1.00
NDUFA9	NDUFC2	complex; input	-	1.00
NDUFA9	NDUFC2-KCTD14	predicted	-	0.90
NDUFA9	NDUFS1	complex; input	-	1.00
NDUFA9	NDUFS2	complex; input	-	1.00
NDUFA9	NDUFS3	complex; input	-	1.00
NDUFA9	NDUFS4	complex; input	-	1.00
NDUFA9	NDUFS5	complex; input	-	1.00
NDUFA9	NDUFS6	complex; input	-	1.00
NDUFA9	NDUFS7	complex; input	-	1.00
NDUFA9	NDUFS8	complex; input	-	1.00
NDUFA9	NDUFV1	complex; input	-	1.00
NDUFA9	NDUFV2	complex; input	-	1.00
NDUFA9	NDUFV3	complex; input	-	1.00
